# "template_data":{"template":{"wires":[{"source":[0,"output"],"target":[1,"data"]},{"source":[1,"output"],"target":[2,"data"]},{"source":[2,"output"],"target":[11,"data"]},{"source":[3,"output"],"target":[4,"data"]},{"source":[4,"output"],"target":[8,"data"]},{"source":[8,"output"],"target":[11,"backp"]},{"source":[5,"output"],"target":[6,"data"]},{"source":[6,"output"],"target":[7,"data"]},{"source":[7,"output"],"target":[11,"backm"]},{"source":[9,"output"],"target":[10,"data"]},{"source":[10,"output"],"target":[12,"data"]},{"source":[12,"output"],"target":[13,"data"]},{"source":[13,"output"],"target":[14,"base"]},{"source":[11,"output"],"target":[14,"data"]}],"modules":[{"config":{"intent":"scan","filelist":[{"path":"ncnrdata/magik/202001/24294/data/hw10624565.nxz.cgd","source":"ncnr","mtime":1579894725,"entries":["unpolarized"]}],"detector_correction":true,"monitor_correction":true,"base":"time"},"module":"ncnr.refl.super_load","title":"load spec","x":30,"y":10},{"module":"ncnr.refl.mask_points","y":10,"x":170,"title":"mask"},{"module":"ncnr.refl.join","y":10,"x":310,"title":"join","config":{"order":"none"}},{"module":"ncnr.refl.super_load","title":"load bg+","x":30,"y":50,"config":{"filelist":[{"path":"ncnrdata/magik/202001/24294/data/hw10624567.nxz.cgd","source":"ncnr","mtime":1579897806,"entries":["unpolarized"]},{"path":"ncnrdata/magik/202001/24294/data/hw10624578.nxz.cgd","source":"ncnr","mtime":1579908950,"entries":["unpolarized"]}],"detector_correction":true,"monitor_correction":true,"Qz_basis":"sample"}},{"module":"ncnr.refl.mask_points","y":50,"x":170,"title":"mask"},{"module":"ncnr.refl.super_load","title":"load bg-","x":30,"y":90,"config":{"filelist":[{"path":"ncnrdata/magik/202001/24294/data/hw10624566.nxz.cgd","source":"ncnr","mtime":1579896260,"entries":["unpolarized"]},{"path":"ncnrdata/magik/202001/24294/data/hw10624577.nxz.cgd","source":"ncnr","mtime":1579907403,"entries":["unpolarized"]}],"detector_correction":true,"monitor_correction":true,"Qz_basis":"sample"}},{"module":"ncnr.refl.mask_points","y":90,"x":170,"title":"mask"},{"module":"ncnr.refl.join","y":90,"x":310,"title":"join"},{"module":"ncnr.refl.join","y":50,"x":310,"title":"join"},{"config":{"intent":"intensity","filelist":[{"path":"ncnrdata/magik/202001/24294/data/hw10624571.nxz.cgd","source":"ncnr","mtime":1579898836,"entries":["unpolarized"]},{"path":"ncnrdata/magik/202001/24294/data/hw10624572.nxz.cgd","source":"ncnr","mtime":1579899522,"entries":["unpolarized"]},{"path":"ncnrdata/magik/202001/24294/data/hw10624561.nxz.cgd","source":"ncnr","mtime":1579888454,"entries":["unpolarized"]}],"detector_correction":true,"monitor_correction":true,"base":"time"},"module":"ncnr.refl.super_load","title":"load slit","x":30,"y":130},{"module":"ncnr.refl.mask_points","y":130,"x":170,"title":"mask"},{"module":"ncnr.refl.subtract_background","y":10,"x":455,"title":"sub bg"},{"module":"ncnr.refl.rescale","y":130,"x":310,"title":"rescale","config":{"scale":[17.164651543004876,381.1366799296779,1]}},{"module":"ncnr.refl.join","y":130,"x":455,"title":"join"},{"module":"ncnr.refl.divide_intensity","y":55,"x":600,"title":"divide"}]},"node":0,"terminal":"output","datasources":[{"url":"https://www.ncnr.nist.gov/pub/","name":"ncnr","start_path":"ncnrdata"}],"server_git_hash":"37403ccf75017ae5b53e2ebc8ae550d93116b567","server_mtime":"2020-02-13T14:39:47.000Z","instrument_id":"ncnr.refl"}
# "name": "hw10624565"
# "entry": "unpolarized"
# "polarization": ""
# "wavelength": 5.0
# "wavelength_resolution": 0.03500000014901161
# "columns": ["x", "v", "Qz", "Qz_target", "Qx", "angular_resolution", "sample/angle_x", "detector/counts", "detector/wavelength", "detector/angle_x", "monitor/counts", "monitor/count_time", "slit1/x", "slit2/x", "slit3/x", "slit4/x", "counter.liveMonitor", "counter.liveROI", "counter.liveTime", "counter.startTime", "counter.stopTime", "counter.timePreset", "detectorAngle.softPosition", "q.x", "q.z", "sampleAngle.softPosition", "slitAperture1.softPosition", "slitAperture2.softPosition", "slitAperture3.softPosition", "slitAperture4.softPosition", "trajectoryData._mon1", "trajectoryData._q"]
# "units": ["", "counts per second", "1/Ang", "1/Ang", "1/Ang", "degrees", "degrees", "counts", "Angstroms", "degrees", "counts", "seconds", "mm", "mm", "mm", "mm", "", "", "s", "s", "s", "s", "deg", "1/Ang", "1/Ang", "deg", "mm", "mm", "mm", "mm", "", ""]
x	v	Qz	Qz_target	Qx	angular_resolution	sample/angle_x	detector/counts	detector/wavelength	detector/angle_x	monitor/counts	monitor/count_time	slit1/x	slit2/x	slit3/x	slit4/x	counter.liveMonitor	counter.liveROI	counter.liveTime	counter.startTime	counter.stopTime	counter.timePreset	detectorAngle.softPosition	q.x	q.z	sampleAngle.softPosition	slitAperture1.softPosition	slitAperture2.softPosition	slitAperture3.softPosition	slitAperture4.softPosition	trajectoryData._mon1	trajectoryData._q
4.3175800000e+05	2.7124374843e+00	1.7620103061e-01	1.7620000243e-01	0.0000000000e+00	4.0584199131e-02	4.0201997757e+00	1.6700395766e+02	5.0000000000e+00	8.0403995514e+00	4.6626637858e+05	6.1569698334e+01	2.3838000298e+00	2.3833000660e+00	5.5036001205e+00	8.7620000839e+00	4.3175800000e+05	1.6700000000e+02	6.1569698334e+01	3.0767380371e+03	3.1390061035e+03	6.1569660187e+01	8.0403995514e+00	0.0000000000e+00	1.7620104551e-01	4.0201997757e+00	2.3838000298e+00	2.3833000660e+00	5.5036001205e+00	8.7620000839e+00	3.0000000000e+03	1.7620000243e-01
4.4146000000e+05	2.8005248273e+00	1.7860102654e-01	1.7859999835e-01	4.4940844646e-07	4.1124790907e-02	4.0752000809e+00	1.7600430640e+02	5.0000000000e+00	8.1500997543e+00	4.7680828702e+05	6.2846900940e+01	2.4147999287e+00	2.4158000946e+00	5.5619001389e+00	8.8648996353e+00	4.4146000000e+05	1.7600000000e+02	6.2846900940e+01	3.1433869629e+03	3.2067099609e+03	6.2846939087e+01	8.1500997543e+00	4.6757639893e-07	1.7860102654e-01	4.0752000809e+00	2.4147999287e+00	2.4158000946e+00	5.5619001389e+00	8.8648996353e+00	3.0000000000e+03	1.7859999835e-01
4.5086100000e+05	3.0402340521e+00	1.8100085855e-01	1.8099999428e-01	2.9960563097e-07	4.1691783816e-02	4.1300001144e+00	1.9500517969e+02	5.0000000000e+00	8.2597999573e+00	4.8698862791e+05	6.4141502380e+01	2.4488999844e+00	2.4482998848e+00	5.6202998161e+00	8.9681997299e+00	4.5086100000e+05	1.9500000000e+02	6.4141502380e+01	3.2115358887e+03	3.2761831055e+03	6.4141502380e+01	8.2597999573e+00	3.1590607819e-07	1.8100085855e-01	4.1300001144e+00	2.4488999844e+00	2.4482998848e+00	5.6202998161e+00	8.9681997299e+00	3.0000000000e+03	1.8099999428e-01
4.5975200000e+05	2.3375922022e+00	1.8340054154e-01	1.8340000510e-01	-4.4940844646e-07	4.2232386768e-02	4.1845998764e+00	1.5300312480e+02	5.0000000000e+00	8.3695001602e+00	4.9656354039e+05	6.5453300476e+01	2.4798998833e+00	2.4807999134e+00	5.6785998344e+00	9.0705995560e+00	4.5975200000e+05	1.5300000000e+02	6.5453300476e+01	3.2807209473e+03	3.3472739258e+03	6.5453338623e+01	8.3695001602e+00	-4.8014140930e-07	1.8340051174e-01	4.1845998764e+00	2.4798998833e+00	2.4807999134e+00	5.6785998344e+00	9.0705995560e+00	3.0000000000e+03	1.8340000510e-01
4.6818300000e+05	2.5456336300e+00	1.8580001593e-01	1.8580000103e-01	0.0000000000e+00	4.2789164931e-02	4.2396001816e+00	1.7000378100e+02	5.0000000000e+00	8.4792003632e+00	5.0559145487e+05	6.6782501221e+01	2.5127000809e+00	2.5134000778e+00	5.7369999886e+00	9.1731996536e+00	4.6818300000e+05	1.7000000000e+02	6.6782501221e+01	3.3520610352e+03	3.4196450195e+03	6.6782463074e+01	8.4792003632e+00	0.0000000000e+00	1.8580000103e-01	4.2396001816e+00	2.5127000809e+00	2.5134000778e+00	5.7369999886e+00	9.1731996536e+00	3.0000000000e+03	1.8580000103e-01
4.7723700000e+05	2.4219309986e+00	1.8820150197e-01	1.8819999695e-01	2.9960563097e-07	4.3345939368e-02	4.2946000099e+00	1.6500349147e+02	5.0000000000e+00	8.5889997482e+00	5.1533569024e+05	6.8128898621e+01	2.5455999374e+00	2.5459001064e+00	5.7953000069e+00	9.2757997513e+00	4.7723700000e+05	1.6500000000e+02	6.8128898621e+01	3.4243740234e+03	3.4933720703e+03	6.8128860474e+01	8.5889997482e+00	3.2847361808e-07	1.8820151687e-01	4.2946000099e+00	2.5455999374e+00	2.5459001064e+00	5.7953000069e+00	9.2757997513e+00	3.0000000000e+03	1.8819999695e-01
4.8772900000e+05	2.5758754928e+00	1.9060067832e-01	1.9059999287e-01	-1.1235210877e-06	4.3897602707e-02	4.3489999771e+00	1.7900402847e+02	5.0000000000e+00	8.6986999512e+00	5.2674649484e+05	6.9492500305e+01	2.5778999329e+00	2.5783998966e+00	5.8536000252e+00	9.3795003891e+00	4.8772900000e+05	1.7900000000e+02	6.9492500305e+01	3.4976931152e+03	3.5675209961e+03	6.9492538452e+01	8.6986999512e+00	-1.1643131757e-06	1.9060066342e-01	4.3489999771e+00	2.5778999329e+00	2.5783998966e+00	5.8536000252e+00	9.3795003891e+00	3.0000000000e+03	1.9059999287e-01
4.9714900000e+05	2.7373369159e+00	1.9299963117e-01	1.9300000370e-01	0.0000000000e+00	4.4453527778e-02	4.4042000771e+00	1.9400463973e+02	5.0000000000e+00	8.8084001541e+00	5.3689655423e+05	7.0873497009e+01	2.6106998920e+00	2.6108999252e+00	5.9120001793e+00	9.4818000793e+00	4.9714900000e+05	1.9400000000e+02	7.0873497009e+01	3.5723029785e+03	3.6443291016e+03	7.0873497009e+01	8.8084001541e+00	-2.6784079283e-18	1.9299963117e-01	4.4042000771e+00	2.6106998920e+00	2.6108999252e+00	5.9120001793e+00	9.4818000793e+00	3.0000000000e+03	1.9300000370e-01
5.0747600000e+05	2.7397272378e+00	1.9540062547e-01	1.9539999962e-01	-1.0486196516e-06	4.4996686280e-02	4.4587998390e+00	1.9800473953e+02	5.0000000000e+00	8.9181995392e+00	5.4809408566e+05	7.2271697998e+01	2.6422998905e+00	2.6431000233e+00	5.9703001976e+00	9.5846996307e+00	5.0747600000e+05	1.9800000000e+02	7.2271697998e+01	3.6487800293e+03	3.7218840332e+03	7.2271743774e+01	8.9181995392e+00	-1.0231152601e-06	1.9540062547e-01	4.4587998390e+00	2.6422998905e+00	2.6431000233e+00	5.9703001976e+00	9.5846996307e+00	3.0000000000e+03	1.9539999962e-01
5.1742500000e+05	3.3249571072e+00	1.9779925048e-01	1.9779999554e-01	-5.2430982578e-07	4.5559421182e-02	4.5138001442e+00	2.4500711729e+02	5.0000000000e+00	9.0278997421e+00	5.5884017087e+05	7.3687301636e+01	2.6758000851e+00	2.6756999493e+00	6.0286998749e+00	9.6871004105e+00	5.1742500000e+05	2.4500000000e+02	7.3687301636e+01	3.7266450195e+03	3.8009619141e+03	7.3687263489e+01	9.0278997421e+00	-5.1783717936e-07	1.9779923558e-01	4.5138001442e+00	2.6758000851e+00	2.6756999493e+00	6.0286998749e+00	9.6871004105e+00	3.0000000000e+03	1.9779999554e-01
5.2630900000e+05	3.0352201397e+00	2.0020206273e-01	2.0020000637e-01	-3.7450703871e-07	4.6095766127e-02	4.5687999725e+00	2.2800604627e+02	5.0000000000e+00	9.1378002167e+00	5.6833375233e+05	7.5120101929e+01	2.7067999840e+00	2.7077000141e+00	6.0869998932e+00	9.7896995544e+00	5.2630900000e+05	2.2800000000e+02	7.5120101929e+01	3.8055319824e+03	3.8809230957e+03	7.5120063782e+01	9.1378002167e+00	-3.4941848526e-07	2.0020204782e-01	4.5687999725e+00	2.7067999840e+00	2.7077000141e+00	6.0869998932e+00	9.7896995544e+00	3.0000000000e+03	2.0020000637e-01
5.3736900000e+05	3.8658693415e+00	2.0260250568e-01	2.0260000229e-01	-7.4901407743e-07	4.6664465219e-02	4.6236000061e+00	2.9600999773e+02	5.0000000000e+00	9.2475996017e+00	5.8035469887e+05	7.6570098877e+01	2.7409000397e+00	2.7404000759e+00	6.1454000473e+00	9.8920001984e+00	5.3736900000e+05	2.9600000000e+02	7.6570098877e+01	3.8856931152e+03	3.9631599121e+03	7.6570137024e+01	9.2475996017e+00	-7.0721608836e-07	2.0260249078e-01	4.6236000061e+00	2.7409000397e+00	2.7404000759e+00	6.1454000473e+00	9.8920001984e+00	3.0000000000e+03	2.0260000229e-01
5.4710400000e+05	3.9213261539e+00	2.0500274003e-01	2.0499999821e-01	-3.7450703871e-07	4.7205910087e-02	4.6785998344e+00	3.0601048375e+02	5.0000000000e+00	9.3573999405e+00	5.9081982687e+05	7.8037498474e+01	2.7720000744e+00	2.7729001045e+00	6.2038002014e+00	9.9948997498e+00	5.4710400000e+05	3.0600000000e+02	7.8037498474e+01	3.9679628906e+03	4.0466430664e+03	7.8037498474e+01	9.3573999405e+00	-3.5779726204e-07	2.0500274003e-01	4.6785998344e+00	2.7720000744e+00	2.7729001045e+00	6.2038002014e+00	9.9948997498e+00	3.0000000000e+03	2.0499999821e-01
5.5754200000e+05	3.8481161709e+00	2.0740060508e-01	2.0739999413e-01	-5.9921126194e-07	4.7764394432e-02	4.7333998680e+00	3.0601028802e+02	5.0000000000e+00	9.4671001434e+00	6.0209443380e+05	7.9522102356e+01	2.8048000336e+00	2.8057000637e+00	6.2621002197e+00	1.0098500252e+01	5.5754200000e+05	3.0600000000e+02	7.9522102356e+01	4.0509189453e+03	4.1316289062e+03	7.9522140503e+01	9.4671001434e+00	-5.4297356655e-07	2.0740061998e-01	4.7333998680e+00	2.8048000336e+00	2.8057000637e+00	6.2621002197e+00	1.0098500252e+01	3.0000000000e+03	2.0739999413e-01
5.6859000000e+05	3.7274074054e+00	2.0980049670e-01	2.0980000496e-01	-2.2470422323e-07	4.8321165144e-02	4.7884001732e+00	3.0200983504e+02	5.0000000000e+00	9.5768995285e+00	6.1406994406e+05	8.1024101257e+01	2.8376998901e+00	2.8382000923e+00	6.3204002380e+00	1.0200900078e+01	5.6859000000e+05	3.0200000000e+02	8.1024101257e+01	4.1359492188e+03	4.2179150391e+03	8.1024063110e+01	9.5768995285e+00	-1.8308546146e-07	2.0980049670e-01	4.7884001732e+00	2.8376998901e+00	2.8382000923e+00	6.3204002380e+00	1.0200900078e+01	3.0000000000e+03	2.0980000496e-01
5.7739500000e+05	3.3437974242e+00	2.1220235527e-01	2.1220000088e-01	-7.4901407743e-07	4.8871982843e-02	4.8432002068e+00	2.7600806327e+02	5.0000000000e+00	9.6868000031e+00	6.2341945390e+05	8.2543296814e+01	2.8698999882e+00	2.8706998825e+00	6.3787999153e+00	1.0303299904e+01	5.7739500000e+05	2.7600000000e+02	8.2543296814e+01	4.2221748047e+03	4.3051831055e+03	8.2543258667e+01	9.6868000031e+00	-7.4072596590e-07	2.1220235527e-01	4.8432002068e+00	2.8698999882e+00	2.8706998825e+00	6.3787999153e+00	1.0303299904e+01	3.0000000000e+03	2.1220000088e-01
5.8973300000e+05	3.5324719069e+00	2.1459965408e-01	2.1459999681e-01	-8.9881689291e-07	4.9432165921e-02	4.8979997635e+00	2.9700916637e+02	5.0000000000e+00	9.7965002060e+00	6.3687823296e+05	8.4079696655e+01	2.9033999443e+00	2.9030001163e+00	6.4370999336e+00	1.0405900002e+01	5.8973300000e+05	2.9700000000e+02	8.4079696655e+01	4.3095170898e+03	4.3945971680e+03	8.4079742432e+01	9.7965002060e+00	-9.3636765541e-07	2.1459965408e-01	4.8979997635e+00	2.9033999443e+00	2.9030001163e+00	6.4370999336e+00	1.0405900002e+01	3.0000000000e+03	2.1459999681e-01
5.9962800000e+05	3.2931985345e+00	2.1700114012e-01	2.1699999273e-01	-7.4901407743e-07	4.9970213324e-02	4.9530000687e+00	2.8200811389e+02	5.0000000000e+00	9.9063997269e+00	6.4747780656e+05	8.5633499146e+01	2.9344000816e+00	2.9351999760e+00	6.4955000877e+00	1.0509300232e+01	5.9962800000e+05	2.8200000000e+02	8.5633499146e+01	4.3990629883e+03	4.4852622070e+03	8.5633499146e+01	9.9063997269e+00	-7.5747686878e-07	2.1700114012e-01	4.9530000687e+00	2.9344000816e+00	2.9351999760e+00	6.4955000877e+00	1.0509300232e+01	3.0000000000e+03	2.1699999273e-01
6.1169800000e+05	3.5435048945e+00	2.1940022707e-01	2.1940000355e-01	-3.7450703871e-07	5.0532944500e-02	5.0079998970e+00	3.0900956652e+02	5.0000000000e+00	1.0016200066e+01	6.6060330851e+05	8.7204498291e+01	2.9679000378e+00	2.9677999020e+00	6.5538001060e+00	1.0611900330e+01	6.1169800000e+05	3.0900000000e+02	8.7204498291e+01	4.4896767578e+03	4.5770439453e+03	8.7204536438e+01	1.0016200066e+01	-3.8292563431e-07	2.1940022707e-01	5.0079998970e+00	2.9679000378e+00	2.9677999020e+00	6.5538001060e+00	1.0611900330e+01	3.0000000000e+03	2.1940000355e-01
6.2215600000e+05	3.9306294196e+00	2.2179913521e-01	2.2179999948e-01	0.0000000000e+00	5.1078651100e-02	5.0630002022e+00	3.4901198533e+02	5.0000000000e+00	1.0126000404e+01	6.7183844875e+05	8.8792900085e+01	2.9995000362e+00	3.0002999306e+00	6.6121001244e+00	1.0714500427e+01	6.2215600000e+05	3.4900000000e+02	8.8792900085e+01	4.5813427734e+03	4.6707807617e+03	8.8792861938e+01	1.0126000404e+01	0.0000000000e+00	2.2179912031e-01	5.0630002022e+00	2.9995000362e+00	3.0002999306e+00	6.6121001244e+00	1.0714500427e+01	3.0000000000e+03	2.2179999948e-01
6.3279600000e+05	4.0046314008e+00	2.2419998050e-01	2.2419999540e-01	-5.9921126194e-07	5.1640532911e-02	5.1178002357e+00	3.6201266582e+02	5.0000000000e+00	1.0235899925e+01	6.8327554994e+05	9.0398498535e+01	3.0329999924e+00	3.0327999592e+00	6.6704998016e+00	1.0817899704e+01	6.3279600000e+05	3.6200000000e+02	9.0398498535e+01	4.6757387695e+03	4.7663750000e+03	9.0398460388e+01	1.0235899925e+01	-5.8695417238e-07	2.2419998050e-01	5.1178002357e+00	3.0329999924e+00	3.0327999592e+00	6.6704998016e+00	1.0817899704e+01	3.0000000000e+03	2.2419999540e-01
6.4638900000e+05	3.9340069903e+00	2.2660064697e-01	2.2660000622e-01	-4.4940844646e-07	5.2186243236e-02	5.1728000641e+00	3.6201244245e+02	5.0000000000e+00	1.0345800400e+01	6.9814597830e+05	9.2021301270e+01	3.0645999908e+00	3.0652999878e+00	6.7288999557e+00	1.0919500351e+01	6.4638900000e+05	3.6200000000e+02	9.2021301270e+01	4.7707250977e+03	4.8635351562e+03	9.2021339417e+01	1.0345800400e+01	-3.9549274788e-07	2.2660064697e-01	5.1728000641e+00	3.0645999908e+00	3.0652999878e+00	6.7288999557e+00	1.0919500351e+01	3.0000000000e+03	2.2660000622e-01
6.5559900000e+05	4.0359521577e+00	2.2900329530e-01	2.2900000215e-01	-3.7450703871e-07	5.2737914026e-02	5.2277998924e+00	3.7801332908e+02	5.0000000000e+00	1.0455800056e+01	7.0789430268e+05	9.3661499023e+01	3.0968999863e+00	3.0978000164e+00	6.7871999741e+00	1.1022100449e+01	6.5559900000e+05	3.7800000000e+02	9.3661499023e+01	4.8686162109e+03	4.9626650391e+03	9.3661499023e+01	1.0455800056e+01	-3.9968614374e-07	2.2900328040e-01	5.2277998924e+00	3.0968999863e+00	3.0978000164e+00	6.7871999741e+00	1.1022100449e+01	3.0000000000e+03	2.2900000215e-01
6.6709700000e+05	4.4379068231e+00	2.3140133917e-01	2.3139999807e-01	-1.6478309135e-06	5.3294695914e-02	5.2824001312e+00	4.2301640140e+02	5.0000000000e+00	1.0565600395e+01	7.2030057401e+05	9.5318901062e+01	3.1298000813e+00	3.1303000450e+00	6.8456001282e+00	1.1126000404e+01	6.6709700000e+05	4.2300000000e+02	9.5318901062e+01	4.9674321289e+03	5.0633789062e+03	9.5318939209e+01	1.0565600395e+01	-1.6154860987e-06	2.3140133917e-01	5.2824001312e+00	3.1298000813e+00	3.1303000450e+00	6.8456001282e+00	1.1126000404e+01	3.0000000000e+03	2.3139999807e-01
6.7861700000e+05	4.7221510756e+00	2.3380137980e-01	2.3379999399e-01	2.2470422323e-07	5.3850617260e-02	5.3378000259e+00	4.5801889590e+02	5.0000000000e+00	1.0675499916e+01	7.3272201783e+05	9.6993698120e+01	3.1626000404e+00	3.1628000736e+00	6.9039001465e+00	1.1228300095e+01	6.7861700000e+05	4.5800000000e+02	9.6993698120e+01	5.0681469727e+03	5.1663559570e+03	9.6993659973e+01	1.0675499916e+01	2.0403018652e-07	2.3380137980e-01	5.3378000259e+00	3.1626000404e+00	3.1628000736e+00	6.9039001465e+00	1.1228300095e+01	3.0000000000e+03	2.3379999399e-01
6.9178600000e+05	4.6209168354e+00	2.3620121181e-01	2.3620000482e-01	-1.1984225239e-06	5.4400585592e-02	5.3923997879e+00	4.5601841006e+02	5.0000000000e+00	1.0785400391e+01	7.4705576972e+05	9.8685699463e+01	3.1949000359e+00	3.1951000690e+00	6.9622998238e+00	1.1330900192e+01	6.9178600000e+05	4.5600000000e+02	9.8685699463e+01	5.1711899414e+03	5.2705361328e+03	9.8685661316e+01	1.0785400391e+01	-1.2367465843e-06	2.3620119691e-01	5.3923997879e+00	3.1949000359e+00	3.1951000690e+00	6.9622998238e+00	1.1330900192e+01	3.0000000000e+03	2.3620000482e-01
7.0224500000e+05	4.6717428380e+00	2.3860298097e-01	2.3860000074e-01	-1.1984225239e-06	5.4946288466e-02	5.4474000931e+00	4.6901914318e+02	5.0000000000e+00	1.0895400047e+01	7.5821933685e+05	1.0039489746e+02	3.2265000343e+00	3.2276000977e+00	7.0205998421e+00	1.1433300018e+01	7.0224500000e+05	4.6900000000e+02	1.0039489746e+02	5.2748388672e+03	5.3764980469e+03	1.0039494324e+02	1.0895400047e+01	-1.2493222812e-06	2.3860298097e-01	5.4474000931e+00	3.2265000343e+00	3.2276000977e+00	7.0205998421e+00	1.1433300018e+01	3.0000000000e+03	2.3860000074e-01
7.1546200000e+05	4.4948226771e+00	2.4100235105e-01	2.4099999666e-01	-1.8725352220e-06	5.5513281375e-02	5.5022001266e+00	4.5901802551e+02	5.0000000000e+00	1.1005299568e+01	7.7258808857e+05	1.0212149811e+02	3.2606000900e+00	3.2600998878e+00	7.0788998604e+00	1.1536199570e+01	7.1546200000e+05	4.5900000000e+02	1.0212149811e+02	5.3816010742e+03	5.4844858398e+03	1.0212149811e+02	1.1005299568e+01	-1.8928280952e-06	2.4100235105e-01	5.5022001266e+00	3.2606000900e+00	3.2600998878e+00	7.0788998604e+00	1.1536199570e+01	3.0000000000e+03	2.4099999666e-01
7.2748900000e+05	4.2845555270e+00	2.4340152740e-01	2.4339999259e-01	-1.6478309135e-06	5.6053880602e-02	5.5571999550e+00	4.4501665820e+02	5.0000000000e+00	1.1115200043e+01	7.8555900097e+05	1.0386530304e+02	3.2915999889e+00	3.2925999165e+00	7.1373000145e+00	1.1638799667e+01	7.2748900000e+05	4.4500000000e+02	1.0386530304e+02	5.4889057617e+03	5.5936088867e+03	1.0386534119e+02	1.1115200043e+01	-1.6992631799e-06	2.4340151250e-01	5.5571999550e+00	3.2915999889e+00	3.2925999165e+00	7.1373000145e+00	1.1638799667e+01	3.0000000000e+03	2.4339999259e-01
7.3988800000e+05	4.1468367951e+00	2.4580045044e-01	2.4580000341e-01	-5.9921126194e-07	5.6614059955e-02	5.6124000549e+00	4.3801586914e+02	5.0000000000e+00	1.1225099564e+01	7.9895317495e+05	1.0562650299e+02	3.3250999451e+00	3.3248999119e+00	7.1956000328e+00	1.1741700172e+01	7.3988800000e+05	4.3800000000e+02	1.0562650299e+02	5.5978847656e+03	5.7046499023e+03	1.0562645721e+02	1.1225099564e+01	-6.4350405182e-07	2.4580045044e-01	5.6124000549e+00	3.3250999451e+00	3.3248999119e+00	7.1956000328e+00	1.1741700172e+01	3.0000000000e+03	2.4580000341e-01
7.5204800000e+05	4.0036817974e+00	2.4819916487e-01	2.4819999933e-01	-1.2733239600e-06	5.7159770280e-02	5.6672000885e+00	4.3001504147e+02	5.0000000000e+00	1.1335000038e+01	8.1205829473e+05	1.0740489960e+02	3.3566999435e+00	3.3573999405e+00	7.2540001869e+00	1.1845000267e+01	7.5204800000e+05	4.3000000000e+02	1.0740489960e+02	5.7095781250e+03	5.8178417969e+03	1.0740486145e+02	1.1335000038e+01	-1.2995677707e-06	2.4819914997e-01	5.6672000885e+00	3.3566999435e+00	3.3573999405e+00	7.2540001869e+00	1.1845000267e+01	3.0000000000e+03	2.4819999933e-01
7.6353600000e+05	3.9470044652e+00	2.5059980154e-01	2.5060001016e-01	-1.2733239600e-06	5.7713989168e-02	5.7221999168e+00	4.3101486302e+02	5.0000000000e+00	1.1444999695e+01	8.2436966437e+05	1.0920050049e+02	3.3889999390e+00	3.3901998997e+00	7.3123002052e+00	1.1947099686e+01	7.6353600000e+05	4.3100000000e+02	1.0920050049e+02	5.8220981445e+03	5.9324848633e+03	1.0920053864e+02	1.1444999695e+01	-1.3121375559e-06	2.5059983134e-01	5.7221999168e+00	3.3889999390e+00	3.3901998997e+00	7.3123002052e+00	1.1947099686e+01	3.0000000000e+03	2.5060001016e-01
