# "template_data":{"template":{"wires":[{"source":[0,"output"],"target":[1,"data"]},{"source":[1,"output"],"target":[2,"data"]},{"source":[2,"output"],"target":[11,"data"]},{"source":[3,"output"],"target":[4,"data"]},{"source":[4,"output"],"target":[8,"data"]},{"source":[8,"output"],"target":[11,"backp"]},{"source":[5,"output"],"target":[6,"data"]},{"source":[6,"output"],"target":[7,"data"]},{"source":[7,"output"],"target":[11,"backm"]},{"source":[9,"output"],"target":[10,"data"]},{"source":[10,"output"],"target":[12,"data"]},{"source":[12,"output"],"target":[13,"data"]},{"source":[13,"output"],"target":[14,"base"]},{"source":[11,"output"],"target":[14,"data"]}],"modules":[{"config":{"intent":"scan","filelist":[{"path":"ncnrdata/magik/202001/24294/data/hw10624565.nxz.cgd","source":"ncnr","mtime":1579894725,"entries":["unpolarized"]}],"detector_correction":true,"monitor_correction":true,"base":"time"},"module":"ncnr.refl.super_load","title":"load spec","x":30,"y":10},{"module":"ncnr.refl.mask_points","y":10,"x":170,"title":"mask"},{"module":"ncnr.refl.join","y":10,"x":310,"title":"join","config":{"order":"none"}},{"module":"ncnr.refl.super_load","title":"load bg+","x":30,"y":50,"config":{"filelist":[{"path":"ncnrdata/magik/202001/24294/data/hw10624567.nxz.cgd","source":"ncnr","mtime":1579897806,"entries":["unpolarized"]},{"path":"ncnrdata/magik/202001/24294/data/hw10624578.nxz.cgd","source":"ncnr","mtime":1579908950,"entries":["unpolarized"]}],"detector_correction":true,"monitor_correction":true,"Qz_basis":"sample"}},{"module":"ncnr.refl.mask_points","y":50,"x":170,"title":"mask"},{"module":"ncnr.refl.super_load","title":"load bg-","x":30,"y":90,"config":{"filelist":[{"path":"ncnrdata/magik/202001/24294/data/hw10624566.nxz.cgd","source":"ncnr","mtime":1579896260,"entries":["unpolarized"]},{"path":"ncnrdata/magik/202001/24294/data/hw10624577.nxz.cgd","source":"ncnr","mtime":1579907403,"entries":["unpolarized"]}],"detector_correction":true,"monitor_correction":true,"Qz_basis":"sample"}},{"module":"ncnr.refl.mask_points","y":90,"x":170,"title":"mask"},{"module":"ncnr.refl.join","y":90,"x":310,"title":"join"},{"module":"ncnr.refl.join","y":50,"x":310,"title":"join"},{"config":{"intent":"intensity","filelist":[{"path":"ncnrdata/magik/202001/24294/data/hw10624571.nxz.cgd","source":"ncnr","mtime":1579898836,"entries":["unpolarized"]},{"path":"ncnrdata/magik/202001/24294/data/hw10624572.nxz.cgd","source":"ncnr","mtime":1579899522,"entries":["unpolarized"]},{"path":"ncnrdata/magik/202001/24294/data/hw10624561.nxz.cgd","source":"ncnr","mtime":1579888454,"entries":["unpolarized"]}],"detector_correction":true,"monitor_correction":true,"base":"time"},"module":"ncnr.refl.super_load","title":"load slit","x":30,"y":130},{"module":"ncnr.refl.mask_points","y":130,"x":170,"title":"mask"},{"module":"ncnr.refl.subtract_background","y":10,"x":455,"title":"sub bg"},{"module":"ncnr.refl.rescale","y":130,"x":310,"title":"rescale","config":{"scale":[17.164651543004876,381.1366799296779,1]}},{"module":"ncnr.refl.join","y":130,"x":455,"title":"join"},{"module":"ncnr.refl.divide_intensity","y":55,"x":600,"title":"divide"}]},"node":0,"terminal":"output","datasources":[{"url":"https://www.ncnr.nist.gov/pub/","name":"ncnr","start_path":"ncnrdata"}],"server_git_hash":"37403ccf75017ae5b53e2ebc8ae550d93116b567","server_mtime":"2020-02-13T14:39:47.000Z","instrument_id":"ncnr.refl"}
# "name": "hw10624565"
# "entry": "unpolarized"
# "polarization": ""
# "wavelength": 5.0
# "wavelength_resolution": 0.03500000014901161
# "columns": ["x", "v", "Qz", "Qz_target", "Qx", "angular_resolution", "sample/angle_x", "detector/counts", "detector/wavelength", "detector/angle_x", "monitor/counts", "monitor/count_time", "slit1/x", "slit2/x", "slit3/x", "slit4/x", "counter.liveMonitor", "counter.liveROI", "counter.liveTime", "counter.startTime", "counter.stopTime", "counter.timePreset", "detectorAngle.softPosition", "q.x", "q.z", "sampleAngle.softPosition", "slitAperture1.softPosition", "slitAperture2.softPosition", "slitAperture3.softPosition", "slitAperture4.softPosition", "trajectoryData._mon1", "trajectoryData._q"]
# "units": ["", "counts per second", "1/Ang", "1/Ang", "1/Ang", "degrees", "degrees", "counts", "Angstroms", "degrees", "counts", "seconds", "mm", "mm", "mm", "mm", "", "", "s", "s", "s", "s", "deg", "1/Ang", "1/Ang", "deg", "mm", "mm", "mm", "mm", "", ""]
x	v	Qz	Qz_target	Qx	angular_resolution	sample/angle_x	detector/counts	detector/wavelength	detector/angle_x	monitor/counts	monitor/count_time	slit1/x	slit2/x	slit3/x	slit4/x	counter.liveMonitor	counter.liveROI	counter.liveTime	counter.startTime	counter.stopTime	counter.timePreset	detectorAngle.softPosition	q.x	q.z	sampleAngle.softPosition	slitAperture1.softPosition	slitAperture2.softPosition	slitAperture3.softPosition	slitAperture4.softPosition	trajectoryData._mon1	trajectoryData._q
1.0718900000e+05	1.4362060760e+02	2.2000165656e-02	2.1999999881e-02	7.4901407743e-08	5.0509958528e-03	5.0180000067e-01	2.1977543149e+03	5.0000000000e+00	1.0031000376e+00	1.1574577411e+05	1.5302499771e+01	2.9580000043e-01	2.9750001431e-01	1.7548999786e+00	2.1617999077e+00	1.0718900000e+05	2.1950000000e+03	1.5302499771e+01	5.5188000488e+02	5.6740502930e+02	1.5302499771e+01	1.0031000376e+00	9.5993826221e-08	2.2000163794e-02	5.0180000067e-01	2.9580000043e-01	2.9750001431e-01	1.7548999786e+00	2.1617999077e+00	1.2500000000e+03	2.1999999881e-02
1.0737000000e+05	1.5402905753e+02	2.2500205785e-02	2.2500000894e-02	7.4901407743e-08	5.1727369428e-03	5.1319998503e-01	2.3591705912e+03	5.0000000000e+00	1.0259000063e+00	1.1594843878e+05	1.5316399574e+01	3.0329999328e-01	3.0430001020e-01	1.7669999599e+00	2.1830999851e+00	1.0737000000e+05	2.3560000000e+03	1.5316399574e+01	5.7187298584e+02	5.8753302002e+02	1.5316406250e+01	1.0259000063e+00	9.8175661378e-08	2.2500203922e-02	5.1319998503e-01	3.0329999328e-01	3.0430001020e-01	1.7669999599e+00	2.1830999851e+00	1.2500000000e+03	2.2500000894e-02
1.0722000000e+05	1.6101573212e+02	2.3002438247e-02	2.3000000045e-02	7.4901407743e-08	5.2817091346e-03	5.2460002899e-01	2.4684677481e+03	5.0000000000e+00	1.0487999916e+00	1.1576497772e+05	1.5330599785e+01	3.0950000882e-01	3.1090000272e-01	1.7791999578e+00	2.2046999931e+00	1.0722000000e+05	2.4650000000e+03	1.5330599785e+01	5.9178601074e+02	6.0728302002e+02	1.5330624580e+01	1.0487999916e+00	8.0293652616e-08	2.3002436385e-02	5.2460002899e-01	3.0950000882e-01	3.1090000272e-01	1.7791999578e+00	2.2046999931e+00	1.2500000000e+03	2.3000000045e-02
1.0723400000e+05	1.6341103955e+02	2.3502474651e-02	2.3499999195e-02	-7.4901407743e-08	5.4060043767e-03	5.3560000658e-01	2.5075750163e+03	5.0000000000e+00	1.0715999603e+00	1.1577251867e+05	1.5345199585e+01	3.1749999523e-01	3.1749999523e-01	1.7913000584e+00	2.2256000042e+00	1.0723400000e+05	2.5040000000e+03	1.5345199585e+01	6.1150701904e+02	6.2805999756e+02	1.5345156670e+01	1.0715999603e+00	-8.2039115057e-08	2.3502474651e-02	5.3560000658e-01	3.1749999523e-01	3.1749999523e-01	1.7913000584e+00	2.2256000042e+00	1.2500000000e+03	2.3499999195e-02
1.0728500000e+05	1.7180699209e+02	2.4000320584e-02	2.4000000209e-02	0.0000000000e+00	5.5226376280e-03	5.4699999094e-01	2.6389553395e+03	5.0000000000e+00	1.0943000317e+00	1.1582307523e+05	1.5359999657e+01	3.2429999113e-01	3.2440000772e-01	1.8035000563e+00	2.2465999126e+00	1.0728500000e+05	2.6350000000e+03	1.5359999657e+01	6.3221801758e+02	6.4875799561e+02	1.5359999657e+01	1.0943000317e+00	-6.2832690162e-08	2.4000320584e-02	5.4699999094e-01	3.2429999113e-01	3.2440000772e-01	1.8035000563e+00	2.2465999126e+00	1.2500000000e+03	2.4000000209e-02
1.0770400000e+05	1.7215876375e+02	2.4500355124e-02	2.4499999359e-02	0.0000000000e+00	5.6265010498e-03	5.5860000849e-01	2.6469754712e+03	5.0000000000e+00	1.1171000004e+00	1.1630238224e+05	1.5375200272e+01	3.2989999652e-01	3.3100000024e-01	1.8157000542e+00	2.2690000534e+00	1.0770400000e+05	2.6430000000e+03	1.5375200272e+01	6.5296099854e+02	6.6949798584e+02	1.5375156403e+01	1.1171000004e+00	2.1380595072e-08	2.4500356987e-02	5.5860000849e-01	3.2989999652e-01	3.3100000024e-01	1.8157000542e+00	2.2690000534e+00	1.2500000000e+03	2.4499999359e-02
1.0787400000e+05	1.7589658344e+02	2.5000393391e-02	2.5000000373e-02	0.0000000000e+00	5.7465396821e-03	5.6999999285e-01	2.7071539930e+03	5.0000000000e+00	1.1398999691e+00	1.1649131266e+05	1.5390600204e+01	3.3739998937e-01	3.3759999275e-01	1.8278000355e+00	2.2897999287e+00	1.0787400000e+05	2.7030000000e+03	1.5390600204e+01	6.7375201416e+02	6.9029101562e+02	1.5390625000e+01	1.1398999691e+00	2.1816957130e-08	2.5000391528e-02	5.6999999285e-01	3.3739998937e-01	3.3759999275e-01	1.8278000355e+00	2.2897999287e+00	1.2500000000e+03	2.5000000373e-02
1.1192600000e+05	1.7784453849e+02	2.5000393391e-02	2.5000000373e-02	0.0000000000e+00	5.7465396821e-03	5.6999999285e-01	2.8343973322e+03	5.0000000000e+00	1.1398999691e+00	1.2088590795e+05	1.5937500000e+01	3.3739998937e-01	3.3759999275e-01	1.8278000355e+00	2.2897999287e+00	1.1192600000e+05	2.8300000000e+03	1.5937500000e+01	6.9093701172e+02	7.0762597656e+02	1.5937500000e+01	1.1398999691e+00	2.1816957130e-08	2.5000391528e-02	5.6999999285e-01	3.3739998937e-01	3.3759999275e-01	1.8278000355e+00	2.2897999287e+00	3.0000000000e+03	2.5000000373e-02
1.1249100000e+05	1.7831172209e+02	2.7399672195e-02	2.7400000021e-02	1.4980281549e-07	6.2973559834e-03	6.2500000000e-01	2.8754727580e+03	5.0000000000e+00	1.2493000031e+00	1.2143094562e+05	1.6126100540e+01	3.6959999800e-01	3.7009999156e-01	1.8861999512e+00	2.3926999569e+00	1.1249100000e+05	2.8710000000e+03	1.6126100540e+01	7.1198297119e+02	7.2845397949e+02	1.6126140594e+01	1.2493000031e+00	1.6737507735e-07	2.7399672195e-02	6.2500000000e-01	3.6959999800e-01	3.7009999156e-01	1.8861999512e+00	2.3926999569e+00	3.0000000000e+03	2.7400000021e-02
1.1461900000e+05	1.6807545293e+02	2.9801122844e-02	2.9799999669e-02	0.0000000000e+00	6.8592410535e-03	6.7940002680e-01	2.7450250904e+03	5.0000000000e+00	1.3588000536e+00	1.2378773200e+05	1.6332099915e+01	4.0310001373e-01	4.0259999037e-01	1.9444999695e+00	2.4949998856e+00	1.1461900000e+05	2.7410000000e+03	1.6332099915e+01	7.3277301025e+02	7.4925897217e+02	1.6332059860e+01	1.3588000536e+00	-1.0339340835e-19	2.9801120982e-02	6.7940002680e-01	4.0310001373e-01	4.0259999037e-01	1.9444999695e+00	2.4949998856e+00	3.0000000000e+03	2.9799999669e-02
1.1560800000e+05	1.4563698920e+02	3.2200347632e-02	3.2200001180e-02	0.0000000000e+00	7.3998416774e-03	7.3420000076e-01	2.4110640122e+03	5.0000000000e+00	1.4681999683e+00	1.2480622828e+05	1.6555299759e+01	4.3410000205e-01	4.3509998918e-01	2.0028998852e+00	2.5982000828e+00	1.1560800000e+05	2.4080000000e+03	1.6555299759e+01	7.5353198242e+02	7.7120098877e+02	1.6555259705e+01	1.4681999683e+00	5.6200210707e-08	3.2200347632e-02	7.3420000076e-01	4.3410000205e-01	4.3509998918e-01	2.0028998852e+00	2.5982000828e+00	3.0000000000e+03	3.2200001180e-02
1.1744300000e+05	1.2469138383e+02	3.4601740539e-02	3.4600000829e-02	7.4901407743e-08	7.9600214958e-03	7.8899997473e-01	2.0942790845e+03	5.0000000000e+00	1.5777000189e+00	1.2680066847e+05	1.6795700073e+01	4.6759998798e-01	4.6740001440e-01	2.0611999035e+00	2.7012999058e+00	1.1744300000e+05	2.0920000000e+03	1.6795700073e+01	7.7596502686e+02	7.9361297607e+02	1.6795740128e+01	1.5777000189e+00	9.0587143120e-08	3.4601740539e-02	7.8899997473e-01	4.6759998798e-01	4.6740001440e-01	2.0611999035e+00	2.7012999058e+00	3.0000000000e+03	3.4600000829e-02
1.1999200000e+05	1.0065431014e+02	3.6998715252e-02	3.7000000477e-02	0.0000000000e+00	8.5057299584e-03	8.4340000153e-01	1.7165081996e+03	5.0000000000e+00	1.6870000362e+00	1.2961740937e+05	1.7053499222e+01	4.9919998646e-01	4.9990001321e-01	2.1194999218e+00	2.8034000397e+00	1.1999200000e+05	1.7150000000e+03	1.7053499222e+01	7.9812799072e+02	8.1580700684e+02	1.7053499222e+01	1.6870000362e+00	-6.4574940950e-08	3.6998715252e-02	8.4340000153e-01	4.9919998646e-01	4.9990001321e-01	2.1194999218e+00	2.8034000397e+00	3.0000000000e+03	3.7000000477e-02
1.2159500000e+05	7.6919243113e+01	3.9400041103e-02	3.9400000125e-02	-7.4901407743e-08	9.0599525720e-03	8.9819997549e-01	1.3328951618e+03	5.0000000000e+00	1.7964999676e+00	1.3132031627e+05	1.7328500748e+01	5.3149998188e-01	5.3270000219e-01	2.1779000759e+00	2.9068000317e+00	1.2159500000e+05	1.3320000000e+03	1.7328500748e+01	8.2033898926e+02	8.3800897217e+02	1.7328540802e+01	1.7964999676e+00	-3.4383020875e-08	3.9400041103e-02	8.9819997549e-01	5.3149998188e-01	5.3270000219e-01	2.1779000759e+00	2.9068000317e+00	3.0000000000e+03	3.9400000125e-02
1.2268400000e+05	6.1948626231e+01	4.1799131781e-02	4.1799999774e-02	7.4901407743e-08	9.6158767119e-03	9.5300000906e-01	1.0915904984e+03	5.0000000000e+00	1.9059000015e+00	1.3241395190e+05	1.7620899200e+01	5.6430000067e-01	5.6519997120e-01	2.2362000942e+00	3.0085999966e+00	1.2268400000e+05	1.0910000000e+03	1.7620899200e+01	8.4262902832e+02	8.6139398193e+02	1.7620859146e+01	1.9059000015e+00	3.6476627940e-08	4.1799135506e-02	9.5300000906e-01	5.6430000067e-01	5.6519997120e-01	2.2362000942e+00	3.0085999966e+00	3.0000000000e+03	4.1799999774e-02
1.2555500000e+05	5.3788406875e+01	4.4200386852e-02	4.4199999422e-02	-7.4901407743e-08	1.0172653012e-02	1.0075999498e+00	9.6445303111e+02	5.0000000000e+00	2.0153999329e+00	1.3557426730e+05	1.7930500031e+01	5.9719997644e-01	5.9769999981e-01	2.2945001125e+00	3.1117999554e+00	1.2555500000e+05	9.6400000000e+02	1.7930500031e+01	8.6610101318e+02	8.8480603027e+02	1.7930459976e+01	2.0153999329e+00	-7.7144235888e-08	4.4200390577e-02	1.0075999498e+00	5.9719997644e-01	5.9769999981e-01	2.2945001125e+00	3.1117999554e+00	3.0000000000e+03	4.4199999422e-02
1.2791900000e+05	5.0303357583e+01	4.6599406749e-02	4.6599999070e-02	2.9960563097e-07	1.0726874694e-02	1.0628000498e+00	9.1840346138e+02	5.0000000000e+00	2.1247999668e+00	1.3813343667e+05	1.8257299423e+01	6.3010001183e-01	6.2989997864e-01	2.3529000282e+00	3.2151000500e+00	1.2791900000e+05	9.1800000000e+02	1.8257299423e+01	8.8938098145e+02	9.0816699219e+02	1.8257339478e+01	2.1247999668e+00	3.2532523164e-07	4.6599406749e-02	1.0628000498e+00	6.3010001183e-01	6.2989997864e-01	2.3529000282e+00	3.2151000500e+00	3.0000000000e+03	4.6599999070e-02
1.2992300000e+05	4.6950952047e+01	4.8998385668e-02	4.8999998719e-02	-7.4901407743e-08	1.1270879768e-02	1.1169999838e+00	8.7335811372e+02	5.0000000000e+00	2.2342000008e+00	1.4026242823e+05	1.8601499557e+01	6.6170001030e-01	6.6219997406e-01	2.4112999439e+00	3.3175001144e+00	1.2992300000e+05	8.7300000000e+02	1.8601499557e+01	9.1245397949e+02	9.3227398682e+02	1.8601499557e+01	2.2342000008e+00	-8.5518315984e-08	4.8998385668e-02	1.1169999838e+00	6.6170001030e-01	6.6219997406e-01	2.4112999439e+00	3.3175001144e+00	3.0000000000e+03	4.8999998719e-02
1.3290300000e+05	5.0119759815e+01	5.1399510354e-02	5.1399998367e-02	1.4980281549e-07	1.1832764372e-02	1.1720000505e+00	9.5041600150e+02	5.0000000000e+00	2.3436999321e+00	1.4351888389e+05	1.8962900162e+01	6.9520002604e-01	6.9470000267e-01	2.4695999622e+00	3.4198999405e+00	1.3290300000e+05	9.5000000000e+02	1.8962900162e+01	9.3734497070e+02	9.5710400391e+02	1.8962940216e+01	2.3436999321e+00	1.3456360648e-07	5.1399510354e-02	1.1720000505e+00	6.9520002604e-01	6.9470000267e-01	2.4695999622e+00	3.4198999405e+00	3.0000000000e+03	5.1399998367e-02
1.3482200000e+05	5.4933627047e+01	5.3800590336e-02	5.3800001740e-02	0.0000000000e+00	1.2373363599e-02	1.2266000509e+00	1.0625097123e+03	5.0000000000e+00	2.4532001019e+00	1.4552806756e+05	1.9341699600e+01	7.2619998455e-01	7.2719997168e-01	2.5280001163e+00	3.5225000381e+00	1.3482200000e+05	1.0620000000e+03	1.9341699600e+01	9.6139001465e+02	9.8138397217e+02	1.9341659546e+01	2.4532001019e+00	0.0000000000e+00	5.3800586611e-02	1.2266000509e+00	7.2619998455e-01	7.2719997168e-01	2.5280001163e+00	3.5225000381e+00	3.0000000000e+03	5.3800001740e-02
1.3847700000e+05	5.2411046381e+01	5.6201614439e-02	5.6200001389e-02	-1.4980281549e-07	1.2935249135e-02	1.2812000513e+00	1.0344734844e+03	5.0000000000e+00	2.5627000332e+00	1.4955053190e+05	1.9737699509e+01	7.5970000029e-01	7.5970000029e-01	2.5862998962e+00	3.6250998974e+00	1.3847700000e+05	1.0340000000e+03	1.9737699509e+01	9.8575701904e+02	1.0056519775e+03	1.9737659454e+01	2.5627000332e+00	-1.4713548069e-07	5.6201614439e-02	1.2812000513e+00	7.5970000029e-01	7.5970000029e-01	2.5862998962e+00	3.6250998974e+00	3.0000000000e+03	5.6200001389e-02
1.4096900000e+05	5.2478283517e+01	5.8600399643e-02	5.8600001037e-02	1.4980281549e-07	1.3483511284e-02	1.3361999989e+00	1.0574846374e+03	5.0000000000e+00	2.6721000671e+00	1.5220677251e+05	2.0150899887e+01	7.9129999876e-01	7.9250001907e-01	2.6447000504e+00	3.7286999226e+00	1.4096900000e+05	1.0570000000e+03	2.0150899887e+01	1.0102639771e+03	1.0311180420e+03	2.0150939941e+01	2.6721000671e+00	1.5341548476e-07	5.8600399643e-02	1.3361999989e+00	7.9129999876e-01	7.9250001907e-01	2.6447000504e+00	3.7286999226e+00	3.0000000000e+03	5.8600001037e-02
1.4368200000e+05	5.2547012506e+01	6.0999136418e-02	6.1000000685e-02	7.4901407743e-08	1.4034328051e-02	1.3907999992e+00	1.0814962906e+03	5.0000000000e+00	2.7815001011e+00	1.5511034123e+05	2.0581499100e+01	8.2349997759e-01	8.2499998808e-01	2.7030000687e+00	3.8310999870e+00	1.4368200000e+05	1.0810000000e+03	2.0581499100e+01	1.0354739990e+03	1.0564090576e+03	2.0581499100e+01	2.7815001011e+00	5.3231783426e-08	6.0999132693e-02	1.3907999992e+00	8.2349997759e-01	8.2499998808e-01	2.7030000687e+00	3.8310999870e+00	3.0000000000e+03	6.1000000685e-02
1.4773800000e+05	5.1284778360e+01	6.3400000334e-02	6.3400000334e-02	1.4980281549e-07	1.4596211724e-02	1.4456000328e+00	1.0784830249e+03	5.0000000000e+00	2.8910000324e+00	1.5956933953e+05	2.1029300690e+01	8.5699999332e-01	8.5750001669e-01	2.7613999844e+00	3.9342000484e+00	1.4773800000e+05	1.0780000000e+03	2.1029300690e+01	1.0611159668e+03	1.0830930176e+03	2.1029340744e+01	2.8910000324e+00	1.1065387184e-07	6.3400000334e-02	1.4456000328e+00	8.5699999332e-01	8.5750001669e-01	2.7613999844e+00	3.9342000484e+00	3.0000000000e+03	6.3400000334e-02
1.5039400000e+05	4.6169959592e+01	6.5798617899e-02	6.5800003707e-02	0.0000000000e+00	1.5141068958e-02	1.5002000332e+00	9.9240015982e+02	5.0000000000e+00	3.0004000664e+00	1.6238532113e+05	2.1494499207e+01	8.8870000839e-01	8.8980001211e-01	2.8197000027e+00	4.0363001823e+00	1.5039400000e+05	9.9200000000e+02	2.1494499207e+01	1.0877139893e+03	1.1098549805e+03	2.1494459152e+01	3.0004000664e+00	0.0000000000e+00	6.5798617899e-02	1.5002000332e+00	8.8870000839e-01	8.8980001211e-01	2.8197000027e+00	4.0363001823e+00	3.0000000000e+03	6.5800003707e-02
1.5429300000e+05	4.3380148901e+01	6.8199373782e-02	6.8199999630e-02	0.0000000000e+00	1.5699546784e-02	1.5549999475e+00	9.5336119876e+02	5.0000000000e+00	3.1098999977e+00	1.6664045088e+05	2.1976900101e+01	9.2210000753e-01	9.2199999094e-01	2.8780000210e+00	4.1388998032e+00	1.5429300000e+05	9.5300000000e+02	2.1976900101e+01	1.1141529541e+03	1.1371829834e+03	2.1976860046e+01	3.1098999977e+00	5.9515176787e-08	6.8199366331e-02	1.5549999475e+00	9.2210000753e-01	9.2199999094e-01	2.8780000210e+00	4.1388998032e+00	3.0000000000e+03	6.8199999630e-02
1.5708500000e+05	4.0233924112e+01	7.0600055158e-02	7.0600003004e-02	1.4980281549e-07	1.6246959567e-02	1.6097999811e+00	9.0431777749e+02	5.0000000000e+00	3.2193999290e+00	1.6959434260e+05	2.2476499557e+01	9.5380002260e-01	9.5459997654e-01	2.9363999367e+00	4.2414999008e+00	1.5708500000e+05	9.0400000000e+02	2.2476499557e+01	1.1418210449e+03	1.1648220215e+03	2.2476539612e+01	3.2193999290e+00	1.2322034593e-07	7.0600055158e-02	1.6097999811e+00	9.5380002260e-01	9.5459997654e-01	2.9363999367e+00	4.2414999008e+00	3.0000000000e+03	7.0600003004e-02
1.6043400000e+05	4.1940254884e+01	7.2998486459e-02	7.2999998927e-02	2.2470422323e-07	1.6808843240e-02	1.6646000147e+00	9.6435324043e+02	5.0000000000e+00	3.3287999630e+00	1.7318735974e+05	2.2993499756e+01	9.8729997873e-01	9.8710000515e-01	2.9946999550e+00	4.3452000618e+00	1.6043400000e+05	9.6400000000e+02	2.2993499756e+01	1.1692010498e+03	1.1934090576e+03	2.2993499756e+01	3.3287999630e+00	2.5481278954e-07	7.2998486459e-02	1.6646000147e+00	9.8729997873e-01	9.8710000515e-01	2.9946999550e+00	4.3452000618e+00	3.0000000000e+03	7.2999998927e-02
1.6564800000e+05	4.3624792954e+01	7.5399041176e-02	7.5400002301e-02	-4.4940844646e-07	1.7349442467e-02	1.7187999487e+00	1.0263910597e+03	5.0000000000e+00	3.4382998943e+00	1.7894465933e+05	2.3527700424e+01	1.0183000565e+00	1.0196000338e+00	3.0529999733e+00	4.4475002289e+00	1.6564800000e+05	1.0260000000e+03	2.3527700424e+01	1.1978580322e+03	1.2220560303e+03	2.3527740479e+01	3.4382998943e+00	-4.6058653425e-07	7.5399041176e-02	1.7187999487e+00	1.0183000565e+00	1.0196000338e+00	3.0529999733e+00	4.4475002289e+00	3.0000000000e+03	7.5400002301e-02
1.6837900000e+05	3.7596494817e+01	7.7799528837e-02	7.7799998224e-02	-1.4980281549e-07	1.7916433513e-02	1.7738000154e+00	9.0529727490e+02	5.0000000000e+00	3.5478000641e+00	1.8179566842e+05	2.4079299927e+01	1.0523999929e+00	1.0520999432e+00	3.1113998890e+00	4.5507001877e+00	1.6837900000e+05	9.0500000000e+02	2.4079299927e+01	1.2265300293e+03	1.2518929443e+03	2.4079259872e+01	3.5478000641e+00	-1.3578579683e-07	7.7799528837e-02	1.7738000154e+00	1.0523999929e+00	1.0520999432e+00	3.1113998890e+00	4.5507001877e+00	3.0000000000e+03	7.7799998224e-02
1.7214000000e+05	3.6525623297e+01	8.0202139914e-02	8.0200001597e-02	-1.4980281549e-07	1.8459590152e-02	1.8286000490e+00	9.0028721192e+02	5.0000000000e+00	3.6573998928e+00	1.8583775483e+05	2.4648099899e+01	1.0839999914e+00	1.0843000412e+00	3.1696999073e+00	4.6528000832e+00	1.7214000000e+05	9.0000000000e+02	2.4648099899e+01	1.2564160156e+03	1.2816839600e+03	2.4648059845e+01	3.6573998928e+00	-1.3997913584e-07	8.0202139914e-02	1.8286000490e+00	1.0839999914e+00	1.0843000412e+00	3.1696999073e+00	4.6528000832e+00	3.0000000000e+03	8.0200001597e-02
1.7627100000e+05	3.4963379595e+01	8.2602486014e-02	8.2599997520e-02	-3.7450703871e-07	1.9007850438e-02	1.8832000494e+00	8.8226942898e+02	5.0000000000e+00	3.7669000626e+00	1.9030077427e+05	2.5234100342e+01	1.1155999899e+00	1.1171000004e+00	3.2281000614e+00	4.7550997734e+00	1.7627100000e+05	8.8200000000e+02	2.5234100342e+01	1.2865250244e+03	1.3127879639e+03	2.5234140396e+01	3.7669000626e+00	-3.6042132479e-07	8.2602486014e-02	1.8832000494e+00	1.1155999899e+00	1.1171000004e+00	3.2281000614e+00	4.7550997734e+00	3.0000000000e+03	8.2599997520e-02
1.8095900000e+05	3.3798076608e+01	8.5000559688e-02	8.5000000894e-02	-5.2430982578e-07	1.9569735974e-02	1.9378000498e+00	8.7325779147e+02	5.0000000000e+00	3.8763000965e+00	1.9540266018e+05	2.5837499619e+01	1.1490999460e+00	1.1496000290e+00	3.2864000797e+00	4.8583002090e+00	1.8095900000e+05	8.7300000000e+02	2.5837499619e+01	1.3172080078e+03	1.3436240234e+03	2.5837499619e+01	3.8763000965e+00	-5.1923888122e-07	8.5000559688e-02	1.9378000498e+00	1.1490999460e+00	1.1496000290e+00	3.2864000797e+00	4.8583002090e+00	3.0000000000e+03	8.5000000894e-02
1.8532900000e+05	2.9828507774e+01	8.7402939796e-02	8.7399996817e-02	-2.2470422323e-07	2.0121404901e-02	1.9927999973e+00	7.8920562260e+02	5.0000000000e+00	3.9858999252e+00	2.0012348612e+05	2.6458099365e+01	1.1813999414e+00	1.1821000576e+00	3.3447000980e+00	4.9615998268e+00	1.8532900000e+05	7.8900000000e+02	2.6458099365e+01	1.3484179688e+03	1.3758499756e+03	2.6458139420e+01	3.9858999252e+00	-2.2882036887e-07	8.7402939796e-02	1.9927999973e+00	1.1813999414e+00	1.1821000576e+00	3.3447000980e+00	4.9615998268e+00	3.0000000000e+03	8.7399996817e-02
1.8972300000e+05	2.4732148923e+01	8.9803054929e-02	8.9800000191e-02	-5.2430982578e-07	2.0680734888e-02	2.0473999977e+00	6.7014477680e+02	5.0000000000e+00	4.0953998566e+00	2.0486179314e+05	2.7096099854e+01	1.2148000002e+00	1.2144000530e+00	3.4031000137e+00	5.0640001297e+00	1.8972300000e+05	6.7000000000e+02	2.7096099854e+01	1.3804260254e+03	1.4078000488e+03	2.7096059799e+01	4.0953998566e+00	-4.7020768079e-07	8.9803054929e-02	2.0473999977e+00	1.2148000002e+00	1.2144000530e+00	3.4031000137e+00	5.0640001297e+00	3.0000000000e+03	8.9800000191e-02
